rater_id,pair_id,brief_id,industry,comparison_type,preferred_output,premium_quality_A,premium_quality_B,business_alignment_A,business_alignment_B,distinctness_A,distinctness_B,confidence_collaboration_A,confidence_collaboration_B,time_to_acceptable_A_min,time_to_acceptable_B_min,evaluation_type
rater_02,brief-046::pair_ai_cdo_vs_baseline,brief-046,ecommerce,AI-CDO_vs_Baseline,Tie,8,7,8,7,10,7,9,5,10,21,blind_comparison
rater_02,brief-084::pair_ai_cdo_vs_sft,brief-084,edtech,AI-CDO_vs_SFT,A,9,6,10,5,9,5,10,6,9,24,blind_comparison
rater_02,brief-039::pair_ai_cdo_vs_sft,brief-039,healthcare,AI-CDO_vs_SFT,A,10,6,9,5,9,5,8,7,9,20,blind_comparison
rater_02,brief-021::pair_ai_cdo_vs_baseline,brief-021,ecommerce,AI-CDO_vs_Baseline,A,10,6,10,5,10,7,8,6,11,26,blind_comparison
rater_02,brief-065::pair_sft_vs_baseline,brief-065,media,SFT_vs_Baseline,A,8,5,8,5,7,5,6,6,14,16,blind_comparison
rater_02,brief-013::pair_ai_cdo_vs_sft,brief-013,fintech,AI-CDO_vs_SFT,A,9,6,10,5,10,5,9,6,9,18,blind_comparison
rater_02,brief-139::pair_sft_vs_baseline,brief-139,government,SFT_vs_Baseline,Tie,8,7,7,6,8,6,8,7,14,16,blind_comparison
rater_02,brief-083::pair_ai_cdo_vs_baseline,brief-083,consumer,AI-CDO_vs_Baseline,A,9,6,10,5,8,6,9,7,13,26,blind_comparison
rater_02,brief-057::pair_ai_cdo_vs_sft,brief-057,edtech,AI-CDO_vs_SFT,A,9,5,10,6,10,7,9,7,9,23,blind_comparison
rater_02,brief-052::pair_sft_vs_baseline,brief-052,healthcare,SFT_vs_Baseline,A,8,5,7,6,8,7,6,7,16,20,blind_comparison
rater_02,brief-121::pair_ai_cdo_vs_baseline,brief-121,edtech,AI-CDO_vs_Baseline,A,10,6,9,5,9,5,9,7,13,25,blind_comparison
rater_02,brief-125::pair_ai_cdo_vs_baseline,brief-125,government,AI-CDO_vs_Baseline,A,10,7,9,5,10,6,8,5,13,24,blind_comparison
rater_02,brief-093::pair_sft_vs_baseline,brief-093,ecommerce,SFT_vs_Baseline,A,7,7,8,7,7,6,6,7,14,16,blind_comparison
rater_02,brief-041::pair_sft_vs_baseline,brief-041,manufacturing,SFT_vs_Baseline,A,7,7,8,6,7,7,7,7,14,22,blind_comparison
rater_02,brief-007::pair_ai_cdo_vs_sft,brief-007,ecommerce,AI-CDO_vs_SFT,A,9,6,9,6,10,5,8,7,9,20,blind_comparison
rater_02,brief-079::pair_sft_vs_baseline,brief-079,saas,SFT_vs_Baseline,Tie,8,5,7,5,8,6,7,7,12,22,blind_comparison
rater_02,brief-105::pair_sft_vs_baseline,brief-105,legal,SFT_vs_Baseline,A,7,6,7,6,8,7,6,5,16,17,blind_comparison
rater_02,brief-092::pair_sft_vs_baseline,brief-092,government,SFT_vs_Baseline,B,7,6,7,7,8,5,8,7,13,20,blind_comparison
rater_02,brief-084::pair_sft_vs_baseline,brief-084,saas,SFT_vs_Baseline,A,7,5,7,6,7,5,7,6,16,17,blind_comparison
rater_02,brief-130::pair_sft_vs_baseline,brief-130,ecommerce,SFT_vs_Baseline,A,7,5,8,6,7,5,7,5,16,20,blind_comparison
rater_02,brief-054::pair_ai_cdo_vs_sft,brief-054,manufacturing,AI-CDO_vs_SFT,A,9,7,10,6,9,7,10,6,11,18,blind_comparison
rater_02,brief-056::pair_ai_cdo_vs_baseline,brief-056,manufacturing,AI-CDO_vs_Baseline,Tie,8,8,8,8,9,7,8,6,13,22,blind_comparison
rater_02,brief-138::pair_ai_cdo_vs_sft,brief-138,legal,AI-CDO_vs_SFT,A,9,6,10,7,10,6,8,5,8,23,blind_comparison
rater_02,brief-120::pair_sft_vs_baseline,brief-120,consumer,SFT_vs_Baseline,B,7,7,8,7,7,7,8,7,14,21,blind_comparison
rater_02,brief-034::pair_sft_vs_baseline,brief-034,manufacturing,SFT_vs_Baseline,A,8,6,7,7,8,5,6,7,16,16,blind_comparison
rater_02,brief-028::pair_sft_vs_baseline,brief-028,edtech,SFT_vs_Baseline,A,8,7,8,5,7,5,6,5,13,22,blind_comparison
rater_02,brief-147::pair_ai_cdo_vs_sft,brief-147,fintech,AI-CDO_vs_SFT,A,9,7,10,6,9,7,9,5,10,24,blind_comparison
rater_02,brief-076::pair_sft_vs_baseline,brief-076,legal,SFT_vs_Baseline,A,7,5,7,5,7,7,7,7,13,17,blind_comparison
rater_02,brief-111::pair_ai_cdo_vs_sft,brief-111,media,AI-CDO_vs_SFT,A,9,7,10,5,10,5,8,6,12,20,blind_comparison
rater_02,brief-134::pair_ai_cdo_vs_sft,brief-134,proptech,AI-CDO_vs_SFT,A,9,6,9,6,10,6,8,7,9,23,blind_comparison
rater_02,brief-109::pair_ai_cdo_vs_baseline,brief-109,proptech,AI-CDO_vs_Baseline,A,9,6,9,6,10,7,8,5,9,20,blind_comparison
rater_02,brief-113::pair_sft_vs_baseline,brief-113,edtech,SFT_vs_Baseline,A,7,5,8,7,7,5,8,6,13,19,blind_comparison
rater_02,brief-108::pair_ai_cdo_vs_sft,brief-108,ecommerce,AI-CDO_vs_SFT,A,10,6,9,6,10,7,8,5,9,24,blind_comparison
rater_02,brief-117::pair_ai_cdo_vs_baseline,brief-117,manufacturing,AI-CDO_vs_Baseline,Tie,7,7,8,7,10,7,8,6,11,24,blind_comparison
rater_02,brief-121::pair_sft_vs_baseline,brief-121,manufacturing,SFT_vs_Baseline,A,8,7,8,6,8,5,7,7,13,22,blind_comparison
rater_02,brief-037::pair_ai_cdo_vs_sft,brief-037,healthcare,AI-CDO_vs_SFT,A,10,5,9,6,9,6,10,5,10,18,blind_comparison
rater_02,brief-104::pair_ai_cdo_vs_baseline,brief-104,saas,AI-CDO_vs_Baseline,A,10,5,9,7,9,6,9,6,10,18,blind_comparison
rater_02,brief-066::pair_ai_cdo_vs_sft,brief-066,media,AI-CDO_vs_SFT,A,10,5,9,7,9,5,9,6,11,19,blind_comparison
rater_02,brief-019::pair_sft_vs_baseline,brief-019,media,SFT_vs_Baseline,Tie,8,5,7,5,8,6,8,6,13,16,blind_comparison
rater_02,brief-004::pair_sft_vs_baseline,brief-004,nonprofit,SFT_vs_Baseline,A,7,7,8,7,8,6,8,6,15,16,blind_comparison
rater_02,brief-027::pair_ai_cdo_vs_baseline,brief-027,edtech,AI-CDO_vs_Baseline,Tie,8,7,7,7,9,7,8,5,9,19,blind_comparison
rater_02,brief-035::pair_ai_cdo_vs_sft,brief-035,manufacturing,AI-CDO_vs_SFT,A,10,5,9,6,9,6,10,7,8,18,blind_comparison
rater_02,brief-147::pair_ai_cdo_vs_baseline,brief-147,fintech,AI-CDO_vs_Baseline,A,9,6,9,7,8,7,8,7,10,26,blind_comparison
rater_02,brief-001::pair_ai_cdo_vs_baseline,brief-001,media,AI-CDO_vs_Baseline,A,8,6,10,5,9,6,9,5,12,26,blind_comparison
rater_02,brief-007::pair_sft_vs_baseline,brief-007,healthcare,SFT_vs_Baseline,A,8,6,8,5,7,6,6,5,15,19,blind_comparison
rater_02,brief-137::pair_sft_vs_baseline,brief-137,saas,SFT_vs_Baseline,A,8,7,8,7,7,7,7,5,15,19,blind_comparison
rater_02,brief-080::pair_ai_cdo_vs_baseline,brief-080,proptech,AI-CDO_vs_Baseline,Tie,8,7,8,7,9,6,9,5,13,20,blind_comparison
rater_02,brief-056::pair_ai_cdo_vs_sft,brief-056,manufacturing,AI-CDO_vs_SFT,A,9,7,10,6,10,6,9,7,10,24,blind_comparison
rater_02,brief-143::pair_sft_vs_baseline,brief-143,nonprofit,SFT_vs_Baseline,Tie,8,5,8,7,7,6,6,5,13,21,blind_comparison
rater_02,brief-089::pair_sft_vs_baseline,brief-089,saas,SFT_vs_Baseline,Tie,7,5,7,7,8,7,6,5,14,22,blind_comparison
rater_02,brief-036::pair_ai_cdo_vs_sft,brief-036,government,AI-CDO_vs_SFT,A,10,7,10,7,9,5,9,7,10,24,blind_comparison
rater_02,brief-126::pair_sft_vs_baseline,brief-126,healthcare,SFT_vs_Baseline,A,8,6,7,7,7,5,7,6,14,17,blind_comparison
rater_02,brief-019::pair_ai_cdo_vs_sft,brief-019,legal,AI-CDO_vs_SFT,A,9,6,10,6,10,5,10,5,8,19,blind_comparison
rater_02,brief-054::pair_sft_vs_baseline,brief-054,legal,SFT_vs_Baseline,B,7,7,8,7,7,5,8,5,12,20,blind_comparison
rater_02,brief-096::pair_ai_cdo_vs_sft,brief-096,media,AI-CDO_vs_SFT,A,9,5,10,5,9,5,8,6,11,24,blind_comparison
rater_02,brief-043::pair_sft_vs_baseline,brief-043,manufacturing,SFT_vs_Baseline,A,8,6,8,5,7,6,8,5,15,17,blind_comparison
rater_02,brief-036::pair_sft_vs_baseline,brief-036,manufacturing,SFT_vs_Baseline,Tie,7,5,7,6,8,6,8,7,12,17,blind_comparison
rater_02,brief-084::pair_ai_cdo_vs_baseline,brief-084,media,AI-CDO_vs_Baseline,A,9,5,9,7,10,5,8,6,12,20,blind_comparison
rater_02,brief-047::pair_sft_vs_baseline,brief-047,fintech,SFT_vs_Baseline,B,8,5,8,6,8,5,6,5,16,19,blind_comparison
rater_02,brief-049::pair_sft_vs_baseline,brief-049,manufacturing,SFT_vs_Baseline,A,7,5,8,6,8,6,8,6,14,18,blind_comparison
rater_02,brief-009::pair_ai_cdo_vs_baseline,brief-009,consumer,AI-CDO_vs_Baseline,A,8,7,9,7,8,7,9,7,13,19,blind_comparison
rater_02,brief-129::pair_ai_cdo_vs_sft,brief-129,government,AI-CDO_vs_SFT,A,9,5,10,6,9,6,8,5,9,18,blind_comparison
rater_02,brief-003::pair_sft_vs_baseline,brief-003,consumer,SFT_vs_Baseline,A,7,6,7,6,7,5,8,6,12,22,blind_comparison
rater_02,brief-119::pair_sft_vs_baseline,brief-119,manufacturing,SFT_vs_Baseline,A,7,7,8,5,8,6,7,6,16,17,blind_comparison
rater_02,brief-051::pair_sft_vs_baseline,brief-051,media,SFT_vs_Baseline,A,7,7,8,6,7,6,8,5,15,21,blind_comparison
rater_02,brief-085::pair_ai_cdo_vs_sft,brief-085,saas,AI-CDO_vs_SFT,A,10,7,10,5,9,7,10,5,11,20,blind_comparison
rater_02,brief-138::pair_ai_cdo_vs_baseline,brief-138,healthcare,AI-CDO_vs_Baseline,A,10,5,10,6,9,5,8,6,12,27,blind_comparison
rater_02,brief-055::pair_ai_cdo_vs_sft,brief-055,government,AI-CDO_vs_SFT,A,9,5,9,7,10,7,10,7,10,24,blind_comparison
rater_02,brief-080::pair_sft_vs_baseline,brief-080,manufacturing,SFT_vs_Baseline,B,7,6,7,6,8,5,7,7,16,22,blind_comparison
rater_02,brief-150::pair_ai_cdo_vs_sft,brief-150,saas,AI-CDO_vs_SFT,A,10,6,9,6,9,7,10,7,10,23,blind_comparison
rater_02,brief-070::pair_sft_vs_baseline,brief-070,nonprofit,SFT_vs_Baseline,B,8,7,8,6,8,5,8,7,15,20,blind_comparison
rater_02,brief-040::pair_ai_cdo_vs_baseline,brief-040,manufacturing,AI-CDO_vs_Baseline,A,10,5,9,5,9,6,8,5,13,18,blind_comparison
rater_02,brief-003::pair_ai_cdo_vs_baseline,brief-003,healthcare,AI-CDO_vs_Baseline,A,8,7,9,7,8,7,8,6,9,25,blind_comparison
rater_02,brief-024::pair_ai_cdo_vs_sft,brief-024,healthcare,AI-CDO_vs_SFT,A,9,7,10,7,9,7,8,7,12,26,blind_comparison
rater_02,brief-071::pair_ai_cdo_vs_sft,brief-071,nonprofit,AI-CDO_vs_SFT,A,9,5,9,6,9,6,8,6,10,19,blind_comparison
rater_02,brief-087::pair_ai_cdo_vs_sft,brief-087,proptech,AI-CDO_vs_SFT,A,9,6,9,6,10,7,8,7,10,26,blind_comparison
rater_02,brief-071::pair_sft_vs_baseline,brief-071,fintech,SFT_vs_Baseline,A,7,7,7,6,7,7,6,6,15,21,blind_comparison
rater_02,brief-017::pair_sft_vs_baseline,brief-017,consumer,SFT_vs_Baseline,Tie,8,6,7,6,8,5,7,6,15,18,blind_comparison
rater_02,brief-047::pair_ai_cdo_vs_baseline,brief-047,ecommerce,AI-CDO_vs_Baseline,A,8,7,10,6,8,7,9,6,11,21,blind_comparison
rater_02,brief-117::pair_ai_cdo_vs_sft,brief-117,nonprofit,AI-CDO_vs_SFT,A,10,6,9,5,9,7,9,5,12,23,blind_comparison
rater_02,brief-103::pair_ai_cdo_vs_sft,brief-103,healthcare,AI-CDO_vs_SFT,A,9,7,9,5,10,5,9,7,9,21,blind_comparison
rater_02,brief-132::pair_sft_vs_baseline,brief-132,government,SFT_vs_Baseline,A,7,6,7,5,8,6,6,6,13,22,blind_comparison
rater_02,brief-051::pair_ai_cdo_vs_baseline,brief-051,government,AI-CDO_vs_Baseline,Tie,8,8,8,8,8,6,9,6,12,22,blind_comparison
rater_02,brief-119::pair_ai_cdo_vs_baseline,brief-119,nonprofit,AI-CDO_vs_Baseline,A,8,7,9,7,9,6,9,7,9,25,blind_comparison
rater_02,brief-014::pair_sft_vs_baseline,brief-014,government,SFT_vs_Baseline,Tie,7,6,8,5,7,7,8,6,12,18,blind_comparison
rater_02,brief-100::pair_ai_cdo_vs_sft,brief-100,saas,AI-CDO_vs_SFT,A,10,5,10,7,9,5,10,5,8,20,blind_comparison
rater_02,brief-001::pair_ai_cdo_vs_sft,brief-001,healthcare,AI-CDO_vs_SFT,A,9,6,10,6,9,7,9,6,12,19,blind_comparison
rater_02,brief-020::pair_sft_vs_baseline,brief-020,saas,SFT_vs_Baseline,A,7,7,8,7,8,7,7,7,14,20,blind_comparison
rater_02,brief-070::pair_ai_cdo_vs_sft,brief-070,government,AI-CDO_vs_SFT,A,9,6,10,5,10,7,9,5,10,20,blind_comparison
rater_02,brief-143::pair_ai_cdo_vs_sft,brief-143,edtech,AI-CDO_vs_SFT,A,10,5,9,7,9,5,8,5,12,25,blind_comparison
rater_02,brief-096::pair_ai_cdo_vs_baseline,brief-096,legal,AI-CDO_vs_Baseline,A,9,6,10,5,9,6,8,5,10,28,blind_comparison
rater_02,brief-094::pair_ai_cdo_vs_sft,brief-094,media,AI-CDO_vs_SFT,A,9,7,10,7,10,5,9,7,11,20,blind_comparison
rater_02,brief-026::pair_ai_cdo_vs_sft,brief-026,proptech,AI-CDO_vs_SFT,A,10,7,10,7,9,7,9,7,8,18,blind_comparison
rater_02,brief-035::pair_ai_cdo_vs_baseline,brief-035,healthcare,AI-CDO_vs_Baseline,A,9,6,9,7,8,5,9,7,13,23,blind_comparison
